content_id,content_type,content_app,content_location,content_path,content_name,content_data,content_content,content_long_version,content_date
11,template,core,front,global,ipsfocus_globalMessage,,"<div class='ipsMessage {theme=""globalMessageClass""} ipsfocus_globalMessage {{if !theme.globalDismiss}}displayGlobalMessage{{endif}}'>
    {theme=""globalMessageText""}
    {{if theme.globalDismiss}}<ul class=""ipsList_inline"">
        <li>
            <a href=""#"" class=""ipsButton ipsButton_small ipsfocus_dismissGlobalMessage"">Dismiss</a>
        </li>
    </ul>{{endif}}
</div>",10000,1460070025
12,template,core,front,global,ipsfocus_guestMessage,,"<div class='ipsfocus_{theme=""ipsf_guestStyle""}'>
	<div class=""ipsfocus_guestHeader"">Welcome to {setting=""board_name""}</div>
    <div class='ipsfocus_guestText'>{theme=""ipsf_guestText""}</div>
    <div class='ipsfocus_guestButtons'>
		<a href=""{url=""app=core&module=system&controller=login"" seoTemplate=""login""}"" class=""guestButton"">{lang=""login""}</a> <a href=""{url=""app=core&module=system&controller=register"" seoTemplate=""register""}"" class=""guestButton ipsfocus_register"">{lang=""sign_up""}</a>
    </div>
</div>",10000,1460070025
13,template,core,front,global,ipsfocus_megaFooter,,"<div class='ipsfocus_megaFooter colCount{theme=""ipsf_footerColumns""}'>
	
	<div class='ipsLayout_container ipsClearfix'>
	
		<div class='footerCol'>
			{theme=""ipsf_footerOne""}
		</div>
		
		{{if theme.ipsf_footerColumns > 1}}
		<div class='footerCol'>
			{theme=""ipsf_footerTwo""}
		</div>
		{{endif}}
		
		{{if theme.ipsf_footerColumns > 2}}
		<div class='footerCol'>
			{theme=""ipsf_footerThree""}
		</div>
		{{endif}}
		
		{{if theme.ipsf_footerColumns > 3}}
		<div class='footerCol'>
			{theme=""ipsf_footerFour""}
		</div>
		{{endif}}
		
		{{if theme.ipsf_footerColumns > 4}}
		<div class='footerCol'>
			{theme=""ipsf_footerFive""}
		</div>
		{{endif}}
		
		{{if theme.ipsf_footerColumns > 5}}
		<div class='footerCol'>
			{theme=""ipsf_footerSix""}
		</div>
		{{endif}}
		
	</div>
	
</div>",10000,1460070025
14,template,core,front,global,ipsfocus_socialButtons,,"<ul class='ipsfocus_social {theme=""ipsf_socialButton""} ipsClearfix'>
	{theme=""ipsf_socialContent""}
</ul>",10000,1460070025
15,template,core,front,global,ipsfocus_videoBackground,,"<div id='ipsfocus_videoBackground'><div id=""videoiframe""></div></div>

<script>
    
  var tag = document.createElement('script');

  tag.src = ""https://www.youtube.com/iframe_api"";
  var firstScriptTag = document.getElementsByTagName('script')[0];
  firstScriptTag.parentNode.insertBefore(tag, firstScriptTag);

  var player;
  function onYouTubeIframeAPIReady() {
    player = new YT.Player('videoiframe', {
      height: '1080',
      width: '1920',
      wmode: 'opaque',
      videoId: '{theme=""ipsf_videoID""}',
      playerVars: {
        'playlist': '{theme=""ipsf_videoID""}',
        'loop': 1,
        'modestbranding': 1,
        'autoplay': 1,
        'controls': 0,
        'disablekb': 1,
        'showinfo': 0,
        'wmode':'opaque'
      },
      events: {
            'onReady': onPlayerReady
      }
    });
  }
  
  function onPlayerReady(event) {
    event.target.mute();
  }

$(document).ready(function(){

    var ipsfocus_videoBackground = function() {
	    var browserWidth = $(window).width();
    	var videoHeight = browserWidth*0.5625;
		$(""#videoiframe, #ipsfocus_videoBackground"").height(videoHeight);
	};
	ipsfocus_videoBackground();

	$( window ).resize(function() {
		ipsfocus_videoBackground();
	});
	
});

</script>",10000,1460070025
16,template,core,front,global,logo,,"<a href='http://ironmarch.org/' >
  <img src='public/style_images/ironmarch345/logo{$random_number = rand(1, 1144)}.png' alt='{$this->lang->words['logo']}' />
</a>",101017,1485157808
17,template,core,front,global,mobileNavBar,,"<ul id='elMobileNav' class='ipsList_inline ipsResponsive_hideDesktop ipsResponsive_block' data-controller='core.front.core.mobileNav'>
	{{if count( \IPS\Output::i()->breadcrumb )}}
		{{if count( \IPS\Output::i()->breadcrumb ) == 1}}
			<li id='elMobileBreadcrumb'>
				<a href='{setting=""base_url""}'>
					<span>{lang=""home""}</span>
				</a>
			</li>
		{{else}}
			{{$i = 0;}}
			{{foreach \IPS\Output::i()->breadcrumb as $k => $b}}
				{{if $i + 2 == count( \IPS\Output::i()->breadcrumb )}}
					<li id='elMobileBreadcrumb'>
						<a href='{$b[0]}'>
							<span>{$b[1]}</span>
						</a>
					</li>
				{{endif}}
				{{$i++;}}
			{{endforeach}}
		{{endif}}
	{{endif}}
    {{if theme.ipsf_backgroundType === 'ipsfocus_backgroundPicker'}}
	{{if theme.ipsf_pickerMobile }}
    {{if theme.pickerGroups === """" OR member.inGroup( explode(',', theme.pickerGroups) ) }}
        <li>
            <a href='#' class='ipsfocus_toggleBgPicker'>
                <i class='fa fa-paint-brush'></i>
            </a>
        </li>
    {{endif}}{{endif}}{{endif}}
	{{$defaultStream = \IPS\core\Stream::defaultStream();}}
	<li {{if !\IPS\Member::loggedIn()->canAccessModule( \IPS\Application\Module::get( 'core', 'discover' ) ) or !$defaultStream}}class='ipsHide'{{endif}}>
		<a data-action=""defaultStream"" class='ipsType_light'  href='{{if $defaultStream}}{$defaultStream->url()}{{endif}}'><i class='icon-newspaper'></i></a>
	</li>
	{{if \IPS\Member::loggedIn()->canAccessModule( \IPS\Application\Module::get( 'core', 'search' ) )}}
		<li class='ipsJS_show'>
			<a href='{url=""app=core&module=search&controller=search"" seoTemplate=""search""}' data-action=""mobileSearch""><i class='fa fa-search'></i></a>
		</li>
	{{endif}}
	<li data-ipsDrawer data-ipsDrawer-drawerElem='#elMobileDrawer'>
		<a href='#'>
			{{$total = \IPS\Member::loggedIn()->notification_cnt;}}
			{{if !\IPS\Member::loggedIn()->members_disable_pm and \IPS\Member::loggedIn()->canAccessModule( \IPS\Application\Module::get( 'core', 'messaging' ) )}}
				{{$total += \IPS\Member::loggedIn()->msg_count_new;}}
			{{endif}}
			{{if \IPS\Member::loggedIn()->canAccessModule( \IPS\Application\Module::get( 'core', 'modcp' ) ) and \IPS\Member::loggedIn()->modPermission('can_view_reports')}}
				{{$total += \IPS\Member::loggedIn()->reportCount();}}
			{{endif}}
			{{if $total}}
				<span class='ipsNotificationCount' data-notificationType='total'>{$total}</span>
			{{endif}}
			<i class='fa fa-navicon'></i>
		</a>
	</li>
</ul>",10000,1460070025
18,template,core,front,global,mobileNavigation,,"<div id='elMobileDrawer' class='ipsDrawer ipsHide'>
	<a href='#' class='ipsDrawer_close' data-action='close'><span>&times;</span></a>
	<div class='ipsDrawer_menu'>
		<div class='ipsDrawer_content'>
			{{if \IPS\Member::loggedIn()->member_id}}
				<ul id='elUserNav_mobile' class='ipsList_inline signed_in ipsClearfix'>
					<li class='cNotifications cUserNav_icon'>
						<a href='#elMobNotifications_menu' id='elMobNotifications' data-ipsMenu data-ipsMenu-menuID='elFullNotifications_menu' data-ipsMenu-closeOnClick='false'>
							<i class='fa fa-bell'></i> {{if member.notification_cnt}}<span class='ipsNotificationCount' data-notificationType='notify'>{member=""notification_cnt""}</span>{{endif}}
						</a>
					</li>
					{{if !\IPS\Member::loggedIn()->members_disable_pm and \IPS\Member::loggedIn()->canAccessModule( \IPS\Application\Module::get( 'core', 'messaging' ) )}}
						<li class='cInbox cUserNav_icon'>
							<a href='#elMobInbox_menu' id='elMobInbox' data-ipsMenu data-ipsMenu-menuID='elFullInbox_menu' data-ipsMenu-closeOnClick='false'>
								<i class='fa fa-envelope'></i> {{if \IPS\Member::loggedIn()->msg_count_new}} <span class='ipsNotificationCount' data-notificationType='inbox'>{member=""msg_count_new""}</span>{{endif}}
							</a>
						</li>
					{{endif}}
					{{if \IPS\Member::loggedIn()->canAccessModule( \IPS\Application\Module::get( 'core', 'modcp' ) ) and \IPS\Member::loggedIn()->modPermission('can_view_reports')}}
						<li class='cReports cUserNav_icon'>
							<a href='#elMobReports_menu' id='elMobReports' data-ipsMenu data-ipsMenu-menuID='elFullReports_menu' data-ipsMenu-closeOnClick='false'>
								<i class='fa fa-warning'></i> {{if \IPS\Member::loggedIn()->reportCount()}}<span class='ipsNotificationCount' data-notificationType='reports'>{member=""reportCount()""}</span>{{endif}}
							</a>
						</li>
					{{endif}}
				</ul>
			{{endif}}

			<div class='ipsSpacer_bottom ipsPad'>
				<ul class='ipsToolList ipsToolList_vertical'>
					{{if \IPS\Member::loggedIn()->member_id}}
						<li>
							<a href='{url=""app=core&module=system&controller=login&do=logout"" csrf=""true""}' class='ipsButton ipsButton_light ipsButton_small ipsButton_fullWidth'>
								{{if isset( $_SESSION['logged_in_as_key'] )}}{lang=""switch_to_account"" sprintf=""$_SESSION['logged_in_from']['name']""}{{else}}{lang=""sign_out""}{{endif}}
							</a>
						</li>
					{{else}}
						<li>
							<a href='{url=""app=core&module=system&controller=login"" seoTemplate=""login""}' class='ipsButton ipsButton_light ipsButton_small ipsButton_fullWidth'>{lang=""sign_in""}</a>
						</li>
						{{if \IPS\Settings::i()->allow_reg}}
							<li>
								<a href='{url=""app=core&module=system&controller=register"" seoTemplate=""register""}' id='elRegisterButton_mobile' class='ipsButton ipsButton_small ipsButton_fullWidth ipsButton_important'>{lang=""sign_up""}</a>
							</li>
						{{endif}}
					{{endif}}

					{{if \IPS\Member::loggedIn()->member_id}}
						<li>
							<a class='ipsButton ipsButton_small ipsButton_primary ipsButton_fullWidth' data-action=""markSiteRead"" data-controller=""core.front.core.markRead"" href='{url=""app=core&module=system&controller=markread"" seoTemplate=""mark_site_as_read"" csrf=""true""}'><i class='fa fa-check'></i> {lang=""mark_site_read_button""}</a>
						</li>
					{{endif}}
				</ul>
			</div>

			<ul class='ipsDrawer_list'>
				{{if \IPS\Member::loggedIn()->member_id}}
					<li class='ipsDrawer_itemParent'>
						<h4 class='ipsDrawer_title'><a href='#'>{lang=""mobile_menu_account""}</a></h4>
						<ul class='ipsDrawer_list'>
							<li data-action=""back""><a href='#'>{lang=""mobile_menu_back""}</a></li>
							{{if \IPS\Member::loggedIn()->canAccessModule( \IPS\Application\Module::get( 'core', 'members', 'front' ) )}}
								<li><a href='{member=""url()""}' title='{lang=""view_my_profile""}'>{lang=""menu_profile""}</a></li>
							{{endif}}
							{{if \IPS\Member::loggedIn()->group['g_attach_max'] != 0}}
								<li><a href='{url=""app=core&module=system&controller=attachments"" seoTemplate=""attachments""}'>{lang=""my_attachments""}</a></li>
							{{endif}}
                          	<li><a href='{url=""app=core&module=system&controller=followed"" seoTemplate=""followed_content""}'>{lang=""menu_followed_content""}</a></li>
							<li id='elAccountSettingsLinkMobile'><a href='{url=""app=core&module=system&controller=settings"" seoTemplate=""settings""}' title='{lang=""edit_account_settings""}'>{lang=""menu_settings""}</a></li>
							<li><a href='{url=""app=core&module=members&controller=ignore"" seoTemplate=""ignore""}'>{lang=""menu_manage_ignore""}</a></li>
							{{if ( \IPS\Member::loggedIn()->canAccessModule( \IPS\Application\Module::get( 'core', 'modcp' ) ) AND \IPS\Member::loggedIn()->modPermission() ) or ( \IPS\Member::loggedIn()->isAdmin() AND !\IPS\Settings::i()->security_remove_acp_link )}}
								{{if \IPS\Member::loggedIn()->canAccessModule( \IPS\Application\Module::get( 'core', 'modcp' ) ) AND \IPS\Member::loggedIn()->modPermission()}}
									<li><a href='{url=""app=core&module=modcp"" seoTemplate=""modcp""}'>{lang=""menu_modcp""}</a></li>
								{{endif}}
								{{if \IPS\Member::loggedIn()->isAdmin() AND !\IPS\Settings::i()->security_remove_acp_link }}
									<li><a href='{expression=""\IPS\Http\Url::baseURL( ( \IPS\Settings::i()->logins_over_https ) ? \IPS\Http\Url::PROTOCOL_HTTPS : \IPS\Http\Url::PROTOCOL_RELATIVE ) . \IPS\CP_DIRECTORY""}' target='_blank'>{lang=""menu_admincp""} <i class='fa fa-lock'></i></a></li>
								{{endif}}
							{{endif}}
						</ul>
					</li>
				{{endif}}

				{{$primaryBars = \IPS\core\FrontNavigation::i()->roots();}}
				{{$subBars = \IPS\core\FrontNavigation::i()->subBars();}}
				
				{{foreach $primaryBars as $id => $item}}
					{{if $item->canView()}}
						{{$children = $item->children();}}
						{{if ( $subBars && isset( $subBars[ $id ] ) && count( $subBars[ $id ] ) ) || $children}}
							<li class='ipsDrawer_itemParent'>
								<h4 class='ipsDrawer_title'><a href='#'>{$item->title()}</a></h4>
								<ul class='ipsDrawer_list'>
									<li data-action=""back""><a href='#'>{lang=""mobile_menu_back""}</a></li>
									{{if $item->link() && $item->link() !== '#'}}
										<li><a href='{$item->link()}'>{$item->title()}</a></li>
									{{endif}}
									{{if $children}}
										{template=""mobileNavigationChildren"" group=""global"" app=""core"" params=""$children""}
									{{endif}}
									{{if $subBars && isset( $subBars[ $id ] ) && count( $subBars[ $id ] )}}
										{template=""mobileNavigationChildren"" group=""global"" app=""core"" params=""$subBars[ $id ]""}
									{{endif}}	
								</ul>
							</li>
						{{else}}
							<li><a href='{$item->link()}'>{$item->title()}</a></li>
						{{endif}}
					{{endif}}
				{{endforeach}}
				
				{{if theme.ipsf_social}}{theme=""ipsf_socialContent""}{{endif}}
				
			</ul>
		</div>
	</div>
</div>",10000,1460070025
19,template,core,front,global,navBar,$preview=FALSE,"<div class='navAlign {{if theme.singleNavigationBar}}hiddenLinks{{endif}}'>
{{if !in_array('ipsLayout_minimal', \IPS\Output::i()->bodyClasses )}}
	<nav class='ipsLayout_container resetWidth' {{if !theme.singleNavigationBar}}data-controller='core.front.core.navBar'{{endif}}>
		<div class='ipsNavBar_primary {{if !count( \IPS\core\FrontNavigation::i()->subBars( $preview ) )}}ipsNavBar_noSubBars{{endif}} ipsClearfix'>
			<ul data-role=""primaryNavBar"" class='{{if !$preview}}ipsResponsive_showDesktop ipsResponsive_block{{endif}}'>
				{template=""navBarItems"" app=""core"" group=""global"" location=""front"" params=""\IPS\core\FrontNavigation::i()->roots( $preview ), \IPS\core\FrontNavigation::i()->subBars( $preview ), 0, $preview""}
              {{if theme.singleNavigationBar}}
              	<li class=""focusNav_more focusNav_hidden"" data-width=""80"">
                	<a href=""#""> {lang=""more""} </a>
                	<ul class='ipsNavBar_secondary'></ul>
                </li>
              {{else}}
				<li class='ipsHide' id='elNavigationMore' data-role='navMore'>
					<a href='#' data-ipsMenu data-ipsMenu-appendTo='#elNavigationMore' id='elNavigationMore_dropdown'>{lang=""more""}</a>
					<ul class='ipsNavBar_secondary ipsHide' data-role='secondaryNavBar'>
						<li class='ipsHide' id='elNavigationMore_more' data-role='navMore'>
							<a href='#' data-ipsMenu data-ipsMenu-appendTo='#elNavigationMore_more' id='elNavigationMore_more_dropdown'>{lang=""more""} <i class='fa fa-caret-down'></i></a>
							<ul class='ipsHide ipsMenu ipsMenu_auto' id='elNavigationMore_more_dropdown_menu' data-role='moreDropdown'></ul>
						</li>
					</ul>
				</li>
              {{endif}}
			</ul>
		</div>
	</nav>
{{elseif member.group['g_view_board']}}
	<nav class='ipsLayout_container'>
		<div class='ipsNavBar_primary ipsNavBar_noSubBars ipsClearfix'>
          	<ul data-role=""primaryNavBar"" class='{{if !$preview}}ipsResponsive_showDesktop ipsResponsive_block{{endif}}'>
            	<li><a id='elBackHome' href='{setting=""base_url""}' title='{lang=""go_community_home""}'> {lang=""community_home""} </a></li>
            </ul>
		</div>
	</nav>
{{endif}}
</div>",10000,1460070025
20,template,core,front,global,navBarItems,"$roots, $subBars=NULL, $parent=0, $preview=FALSE","{{foreach $roots as $id => $item}}
	{{if $preview or $item->canView()}}
		{{$active = $item->activeOrChildActive();}}
		{{if $active}}
			{{\IPS\core\FrontNavigation::i()->activePrimaryNavBar = $item->id;}}
		{{endif}}
		<li {{if $active}}class='ipsNavBar_active' data-active{{endif}} id='elNavSecondary_{$item->id}' data-role=""navBarItem"" data-navApp=""{expression=""mb_substr( get_class( $item ), 4, mb_strpos( get_class( $item ), '\\', 4 ) - 4 )""}"" data-navExt=""{expression=""mb_substr( get_class( $item ), mb_strrpos( get_class( $item ), '\\' ) + 1 )""}"" data-navTitle=""{$item->title()}"">
			{{$children = $item->children();}}
			{{if $children}}
				<a href=""{{if $item->link()}}{$item->link()}{{else}}#{{endif}}"" id=""elNavigation_{$id}"" data-ipsMenu data-ipsMenu-appendTo='#{{if $parent}}elNavSecondary_{$parent}{{else}}elNavSecondary_{$id}{{endif}}' data-ipsMenu-activeClass='ipsNavActive_menu' data-navItem-id=""{$item->id}"" {{if $active}}data-navDefault{{endif}}>
					{$item->title()} <i class=""fa fa-caret-down""></i>
				</a>
				<ul id=""elNavigation_{$id}_menu"" class=""ipsMenu ipsMenu_auto ipsHide"">
					{template=""navBarChildren"" app=""core"" group=""global"" location=""front"" params=""$children, $preview""}
				</ul>
			{{else}}
				<a href=""{{if $item->link()}}{$item->link()}{{else}}#{{endif}}"" {{if method_exists( $item, 'target' ) AND $item->target()}}target='{$item->target()}'{{endif}} data-navItem-id=""{$item->id}"" {{if $active}}data-navDefault{{endif}} {{if $subBars && isset( $subBars[ $id ] ) && count( $subBars[ $id ] )}}data-hover=''{{endif}}>
					{$item->title()}
				</a>
			{{endif}}
			{{if $subBars && isset( $subBars[ $id ] ) && count( $subBars[ $id ] )}}
				<ul class='ipsNavBar_secondary {{if !$active}}ipsHide{{endif}}' data-role='secondaryNavBar'>
					{template=""navBarItems"" app=""core"" group=""global"" location=""front"" params=""$subBars[ $id ], NULL, $item->id, $preview""}
					<li class='ipsHide' id='elNavigationMore_{$id}' data-role='navMore'>
						<a href='#' data-ipsMenu data-ipsMenu-appendTo='#elNavigationMore_{$id}' id='elNavigationMore_{$id}_dropdown'>{lang=""more""} <i class='fa fa-caret-down'></i></a>
						<ul class='ipsHide ipsMenu ipsMenu_auto' id='elNavigationMore_{$id}_dropdown_menu' data-role='moreDropdown'></ul>
					</li>
				</ul>
			{{endif}}
		</li>
	{{endif}}
{{endforeach}}",10000,1460070025
21,template,core,front,global,review,"$item, $review, $editorName, $app, $type","<div id='review-{$review->id}_wrap' data-controller='core.front.core.comment' data-commentApp='{$app}' data-commentType='{$type}-review' data-commentID=""{$review->id}"" data-quoteData='{expression=""json_encode( array('userid' => $review->author()->member_id, 'username' => $review->author()->name, 'timestamp' => $review->mapped('date'), 'contentapp' => $app, 'contenttype' => $type, 'contentid' => $item->id, 'contentcommentid' => $review->id) )""}' class='ipsComment_content ipsType_medium' itemprop='review' itemscope itemtype=""http://schema.org/Review"">
	<div class='ipsComment_header ipsPhotoPanel ipsPhotoPanel_small ipsPhotoPanel_notPhone'>
		{template=""userPhoto"" app=""core"" group=""global"" params=""$review->author(), 'small', $review->warningRef(), 'ipsPos_left'""}
		<div>
			<p class='ipsPos_right ipsType_reset ipsType_blendLinks'>
				<a href='{$review->item()->url()->setQueryString( array( 'do' => 'findReview', 'review' => $review->id ) )}' data-ipsTooltip title='{lang=""share_this_review""}' data-ipsMenu data-ipsMenu-closeOnClick='false' id='elShareComment_{$review->id}' data-role='shareComment'><i class='fa fa-share-alt'></i></a>
				{{if count( $item->reviewMultimodActions() )}}
					<span class='ipsCustomInput'>
						<input type=""checkbox"" name=""multimod[{$review->id}]"" value=""1"" data-role=""moderation"" data-actions=""{{if $review->hidden() === -1 AND $review->canUnhide()}}unhide{{elseif $review->hidden() === 1 AND $review->canUnhide()}}approve{{elseif $review->canHide()}}hide{{endif}} {{if $review->canDelete()}}delete{{endif}}"" data-state='{{if $review->tableStates()}}{$review->tableStates()}{{endif}}'>
						<span></span>
					</span>
				{{endif}}
			</p>
			<h3 class=""ipsComment_author ipsType_blendLinks"">
				<strong class='ipsType_normal' itemprop='author'>{template=""userLink"" app=""core"" group=""global"" params=""$review->author(), $review->warningRef()""}</strong>
				{template=""reputationBadge"" group=""global"" app=""core"" params=""$review->author()""}
			</h3>
			<p class=""ipsComment_meta ipsType_medium ipsType_light"">
				{{if $review->mapped('date')}}
					<meta itemprop='datePublished' content='{expression=""\IPS\DateTime::ts( $review->mapped('date') )->format( 'Y-m-d' )""}'>{datetime=""$review->mapped('date')""}
				{{else}}
					{lang=""unknown_date""}
				{{endif}}

				{{if $review->editLine()}}
					&middot; {$review->editLine()|raw}
				{{endif}}
				{{if $review->hidden()}}
					&middot; {$review->hiddenBlurb()}
				{{endif}}
				{{if $review->hidden() !== 1 and $review instanceof \IPS\Content\ReportCenter and !\IPS\Member::loggedIn()->group['gbw_no_report'] }}
					&middot; <a href='{$review->url('report')}' data-ipsDialog data-ipsDialog-remoteSubmit data-ipsDialog-size='medium' data-ipsDialog-flashMessage='{lang=""report_submit_success""}' data-ipsDialog-title=""{lang=""report""}"" data-action='reportComment' title='{lang=""report""}'>{lang=""report""}</a>
				{{endif}}
			</p>
			<ul class='ipsList_inline ipsClearfix ipsRating ipsRating_large' itemprop='reviewRating' itemscope itemtype='http://schema.org/Rating'>
				<meta itemprop='worstRating' content='1'>
				<meta itemprop='bestRating' content='{expression=""intval( \IPS\Settings::i()->reviews_rating_out_of )""}'>
				{{foreach range( 1, intval( \IPS\Settings::i()->reviews_rating_out_of ) ) as $i}}
					<li class='{{if $review->mapped('rating') >= $i}}ipsRating_on{{else}}ipsRating_off{{endif}}'>
						{{if $review->mapped('rating') === $i}}<span itemprop='ratingValue' class='ipsHide'>{$i}</span>{{endif}}
						<i class='fa fa-star'></i>
					</li>
				{{endforeach}}
			</ul>&nbsp;&nbsp; {{if $review->mapped('votes_total')}}<strong class='ipsType_medium'>{$review->helpfulLine()|raw}</strong><br>{{endif}}
